tconst,averageRating,numVotes
tt0903627,7.0,6150
tt0903650,4.3,13
tt0903657,7.4,37885
tt0903904,4.2,17
tt0903996,8.0,37
tt0904013,4.7,290
tt0904028,3.4,51
tt0904038,6.6,314
tt0904049,6.3,2969
tt0904068,6.7,526
tt0904071,5.3,124
tt0904128,5.5,530
tt0905329,6.6,4621
tt0905357,5.8,1233
tt0905360,6.7,99
tt0905366,6.0,212
tt0905372,6.2,126444
tt0905373,8.0,44
tt0905618,6.3,590
tt0905629,7.4,18
tt0905642,4.6,183
tt0905979,7.3,1312
tt0906014,5.2,544
tt0906056,6.4,6
tt0906083,6.4,1729
tt0906108,5.9,12711
tt0906564,6.7,419
tt0906606,4.9,24
tt0906607,6.8,7
tt0906638,6.8,15
tt0906656,5.4,13
tt0906665,6.2,15062
tt0906666,7.7,72
tt0906671,5.0,194
tt0906734,5.4,10677
tt0906752,6.3,320
tt0906777,6.0,1092
tt0906778,6.1,2139
tt0907106,7.3,1275
tt0907119,5.4,1052
tt0907125,7.0,148
tt0907134,7.3,2280
tt0907301,4.4,661
tt0907305,5.2,933
tt0907618,7.5,1172
tt0907619,6.5,1759
tt0907624,6.4,108
tt0907648,7.3,38
tt0907652,6.4,553
tt0907657,7.8,113582
tt0907664,6.4,217
tt0907668,5.5,41
tt0907674,7.5,2111
tt0907678,5.5,224
tt0907680,5.7,2305
tt0907681,3.0,1198
tt0907840,6.6,448
tt0907843,6.5,261
tt0907848,6.5,3229
tt0907853,6.2,163
tt0907856,8.0,106
tt0907886,8.2,26
tt0909388,6.1,1953
tt0910554,7.1,33293
tt0910559,7.6,5821
tt0910835,5.9,39
tt0910847,6.8,3086
tt0910855,6.7,576
tt0910860,6.3,1633
tt0910868,3.3,734
tt0910885,5.1,6266
tt0910888,7.1,771
tt0910890,6.7,47
tt0910905,6.1,17820
tt0910909,6.2,15
tt0910911,5.9,462
tt0910915,5.0,534
tt0910935,6.7,207
tt0910936,6.9,326154
tt0910941,6.0,82
tt0910949,6.7,107
tt0910955,7.4,1121
tt0910958,6.4,722
tt0910970,8.4,1044382
tt0911010,8.3,1906
tt0911024,7.2,871
tt0912580,7.7,1585
tt0912586,6.7,950
tt0912590,7.2,1158
tt0912592,7.1,3331
tt0912593,8.2,8347
tt0912597,6.1,8166
tt0912599,7.8,1164
tt0913349,8.7,355
tt0913354,5.7,30382
tt0913413,4.0,2222
tt0913425,7.2,39766
tt0913445,6.2,19224
tt0913446,4.3,1384
tt0913958,6.9,919
tt0913968,7.0,26420
tt0914797,6.8,15833
tt0914798,7.8,201709
tt0914799,5.1,1181
tt0914805,4.3,289
tt0914863,7.1,85979
tt0915457,6.8,1402
tt0915460,4.0,2374
tt0915749,6.8,424
tt0918554,2.8,979
tt0918561,6.3,705
tt0918927,7.5,125780
tt0918940,6.2,170103
tt0920452,7.0,175
tt0920454,5.5,627
tt0920457,7.2,6966
tt0920458,7.2,18324
tt0920459,6.7,2854
tt0920460,6.7,968
tt0920461,6.5,1394
tt0920462,4.6,3826
tt0920464,7.6,7836
tt0920470,6.7,5945
tt0920473,6.8,2480
tt0920476,5.0,218
tt0920739,7.3,36
tt0921777,6.5,26
tt0921811,6.7,61
tt0921869,6.0,9
tt0922354,5.9,657
tt0922379,7.5,1079
tt0922403,6.4,36
tt0922455,6.7,204
tt0922499,6.5,31
tt0922500,6.9,92
tt0922547,5.2,2428
tt0922568,6.5,54
tt0922605,8.1,159
tt0922617,6.5,110
tt0922671,7.7,16
tt0923600,6.0,4698
tt0923612,6.0,639
tt0923653,3.0,888
tt0923671,4.4,68
tt0923683,6.0,1629
tt0923703,7.3,910
tt0923714,7.2,2086
tt0923752,8.1,35946
tt0923759,7.0,122
tt0923764,7.4,40
tt0923779,6.0,839
tt0923811,7.7,21323
tt0923854,6.6,27
tt0923869,7.1,770
tt0923884,5.8,109
tt0923904,6.4,8
tt0923923,6.4,370
tt0924001,6.2,18
tt0924003,6.1,465
tt0924004,6.4,52
tt0924122,7.6,117
tt0924129,6.7,23225
tt0924229,6.8,663
tt0924234,3.6,374
tt0924252,6.8,1062
tt0924254,7.7,8
tt0924260,7.0,661
tt0924274,6.3,1171
tt0924317,7.3,3720
tt0924468,4.4,576
tt0925130,3.1,1171
tt0925212,7.4,51
tt0925230,7.0,273
tt0925248,8.0,6704
tt0925296,8.5,45
tt0926037,6.2,322
tt0926063,5.8,11517
tt0926084,7.7,503905
tt0926110,5.1,2434
tt0926129,3.9,35193
tt0926132,3.9,633
tt0926151,4.0,145
tt0926174,5.6,456
tt0926207,5.9,117
tt0926211,5.7,102
tt0926213,5.2,153
tt0926214,5.8,101
tt0926285,6.3,58
tt0926302,6.2,104
tt0926341,3.1,242
tt0926347,7.7,220
tt0926352,6.8,173
tt0926380,6.8,10143
tt0926759,7.6,9405
tt0926762,7.3,22721
tt0926763,6.1,920
tt0926764,3.6,309
tt0926766,6.5,404
tt0927575,5.7,799
tt0927595,5.6,424
tt0927615,4.0,270
tt0927627,5.3,378
tt0928047,7.0,7
tt0928152,7.8,3110
tt0928154,6.6,1944
tt0928160,1.9,542
tt0928177,6.7,368
tt0928191,6.7,481
tt0928194,7.5,906
tt0928363,4.3,188
tt0928375,3.1,1102
tt0929259,6.8,182
tt0929261,6.2,1791
tt0929264,6.2,8
tt0929273,4.2,294
tt0929284,7.8,114
tt0929285,7.0,24
tt0929287,5.0,21
tt0929412,6.8,3922
tt0929425,7.0,47801
tt0929613,6.5,402
tt0929618,3.6,1482
tt0929630,2.6,195
tt0929632,7.3,108294
tt0929730,4.8,117
tt0929754,4.7,73
tt0929767,6.1,380
tt0929769,5.5,583
tt0929775,6.6,1454
tt0929784,6.2,94
tt0929792,7.2,372
tt0929806,7.0,739
tt0929809,1.9,3720
tt0929860,6.9,3826
tt0930083,7.0,11268
tt0930856,7.3,4074
tt0930868,4.8,241
tt0931285,6.1,799
tt0932547,6.1,59
tt0932661,3.0,871
tt0932667,5.3,157
tt0932669,5.4,961
tt0932675,7.1,101
tt0932802,8.2,22
tt0933016,8.3,309
tt0933033,6.7,859
tt0933106,4.9,73
tt0933342,4.1,1046
tt0933382,4.5,183
tt0934427,4.6,156
tt0934446,3.8,347
tt0934564,4.4,115
tt0934863,7.0,70
tt0934870,6.9,380
tt0934871,4.9,137
tt0934895,3.7,95
tt0934928,6.9,237
tt0934949,5.3,664
tt0934964,4.4,115
tt0935030,4.8,176
tt0935048,5.4,110
tt0935075,7.0,48539
tt0935086,6.6,763
tt0935113,6.8,213
tt0936471,3.9,2674
tt0936472,5.7,56
tt0936501,7.8,581101
tt0936504,3.1,292
tt0937231,5.8,942
tt0937237,6.1,10567
tt0937347,5.6,2060
tt0937353,1.5,227
tt0937373,4.7,1680
tt0937375,6.3,8967
tt0937378,6.1,1228
tt0937414,5.3,330
tt0938281,5.0,285
tt0938283,4.0,158403
tt0938284,3.4,582
tt0938305,6.6,13746
tt0938330,5.0,62020
tt0938339,5.3,206
tt0938341,7.5,9866
tt0938347,3.5,777
tt0938706,6.1,794
tt0939604,6.2,7
tt0939684,4.3,441
tt0939826,6.6,44
tt0939835,6.5,79
tt0939869,5.2,137
tt0939911,6.6,401
tt0939918,4.6,385
tt0940580,5.8,3874
tt0940585,6.6,3118
tt0940620,7.1,1017
tt0940641,5.1,92
tt0940642,6.7,7748
tt0940651,2.2,1372
tt0940656,5.5,8743
tt0940657,5.3,9073
tt0940662,6.7,222
tt0940688,6.6,1031
tt0940709,6.4,15287
tt0940723,6.0,2615
tt0940751,5.0,76
tt0940765,5.9,516
tt0940766,8.1,43
tt0940770,5.7,770
tt0940776,6.0,504
tt0940782,5.6,376
tt0940789,6.3,119
tt0940828,6.8,91
tt0940895,3.9,704
tt0942379,6.1,927
tt0942384,7.7,21879
tt0942385,7.0,395054
tt0943232,6.4,359
tt0943326,5.2,2476
tt0943958,6.3,284
tt0943982,5.8,337
tt0944101,6.4,7975
tt0944114,5.6,740
tt0944184,4.6,73
tt0944185,6.7,174
tt0944188,6.8,69
tt0944195,6.5,956
tt0944214,6.3,244
tt0944215,6.2,7
tt0944233,5.3,869
tt0944236,5.1,166
tt0944240,6.2,136
tt0944834,6.6,12366
tt0944835,6.4,304475
tt0944958,6.2,680
tt0944961,8.6,71
tt0945328,7.1,112
tt0945356,7.1,3348
tt0945383,6.9,254
tt0945505,6.7,242
tt0945513,7.5,500558
tt0945550,6.3,481
tt0945553,5.0,615
tt0945579,7.4,38
tt0945580,4.3,766
tt0945588,6.8,234
tt0945608,4.2,53
tt0946987,6.6,45
tt0946998,7.0,972
tt0946999,6.3,614
tt0947037,3.6,136
tt0947093,5.3,244
tt0947095,6.5,209
tt0947798,8.0,725131
tt0947802,6.1,50624
tt0947810,6.8,134446
tt0948450,6.8,49
tt0948457,8.0,34
tt0948462,7.5,2511
tt0948470,6.9,582590
tt0948530,7.2,4042
tt0948532,5.7,1887
tt0948535,6.6,2779
tt0948544,7.6,5837
tt0948547,5.7,7107
tt0949365,7.6,144
tt0949436,6.5,325
tt0949489,6.7,2204
tt0949502,7.0,618
tt0949524,6.0,888
tt0949564,7.2,2298
tt0949576,7.5,88
tt0949731,5.0,201431
tt0949751,3.7,4571
tt0949770,7.2,76
tt0949771,6.8,136
tt0949804,6.4,91
tt0949831,5.9,103
tt0949861,7.2,42
tt0949869,7.1,12
tt0949873,5.4,75
tt0949899,6.7,8
tt0950500,6.8,886
tt0950670,6.4,82
tt0950700,6.1,69
tt0950739,6.6,7864
tt0950753,3.3,341
tt0950758,8.0,280
tt0950759,2.8,10
tt0951216,5.8,21128
tt0951279,7.0,918
tt0951288,5.6,858
tt0951297,7.1,752
tt0951302,5.9,15
tt0951333,5.3,1158
tt0951335,5.3,14854
tt0951368,3.5,732
tt0952640,5.2,80835
tt0952656,4.2,203
tt0952682,7.2,10385
tt0953303,6.8,17
tt0953306,6.6,951
tt0953318,7.4,18644
tt0953369,4.3,1516
tt0953382,5.8,957
tt0953394,6.4,102
tt0953478,6.2,78
tt0953981,7.3,976
tt0953989,1.5,6978
tt0954542,5.9,250
tt0954544,5.6,892
tt0954914,5.6,1870
tt0954933,6.1,443
tt0954947,6.1,33764
tt0954981,6.5,6083
tt0954990,6.7,8429
tt0955308,6.6,260146
tt0955313,6.2,539
tt0955352,6.9,494
tt0955388,5.7,36
tt0955411,2.9,2424
tt0956038,6.0,24307
tt0956101,7.3,1546
tt0956159,6.2,97
tt0956191,5.9,225
tt0956208,5.9,1022
tt0956294,6.4,110
tt0956305,5.1,52
tt0956316,6.9,11
tt0956317,5.7,522
tt0958835,6.6,94
tt0959282,7.2,705
tt0959285,5.1,3139
tt0959306,4.9,2821
tt0959314,6.0,641
tt0959324,6.1,302
tt0959329,5.5,13150
tt0959337,7.3,205170
tt0959342,5.1,2027
tt0959358,7.4,20
tt0959381,6.5,102
tt0959505,6.7,301
tt0959553,5.6,16
tt0960066,4.4,1199
tt0960084,6.1,1314
tt0960087,4.6,62
tt0960144,5.5,195968
tt0960731,6.0,91416
tt0960734,3.8,668
tt0960741,5.9,4342
tt0960775,6.4,57
tt0960784,5.7,49
tt0960789,5.5,53
tt0960790,6.5,17552
tt0960800,6.7,27
tt0960890,4.1,18094
tt0961066,7.5,5557
tt0961079,8.5,1647
tt0961091,6.7,99
tt0961097,6.7,20289
tt0961108,6.5,12751
tt0961117,5.7,2117
tt0961185,6.2,44
tt0961210,6.3,170
tt0961721,5.1,129
tt0961722,4.3,13464
tt0961728,6.7,16623
tt0961738,6.3,412
tt0961746,6.4,270
tt0961749,4.3,95
tt0961750,6.0,301
tt0962709,6.2,553
tt0962710,6.1,21
tt0962711,5.5,8008
tt0962726,4.9,60358
tt0962736,7.3,59843
tt0962746,4.8,415
tt0962762,7.0,1399
tt0962764,6.3,653
tt0962768,6.1,96
tt0962774,6.7,3832
tt0962782,6.7,1015
tt0963178,6.5,93894
tt0963194,6.6,24414
tt0963208,6.5,5984
tt0963287,6.0,709
tt0963292,6.1,227
tt0963743,6.3,27055
tt0963763,5.8,7
tt0963794,5.9,73175
tt0963807,7.5,1895
tt0963915,5.2,1604
tt0963965,5.7,7103
tt0963966,6.1,157378
tt0963977,5.8,219
tt0964003,5.8,160
tt0964179,3.9,688
tt0964185,6.8,12909
tt0964516,6.9,12223
tt0964517,7.8,351839
tt0964539,6.0,31941
tt0964586,6.9,3433
tt0964587,5.8,22079
tt0965212,7.6,13
tt0965216,6.5,62
tt0965372,8.2,59
tt0965375,4.9,702
tt0965400,5.3,529
tt0965405,5.9,181
tt0965409,6.3,92
tt0965411,6.1,1348
tt0965413,5.3,47
tt0965427,4.8,58
tt0965429,4.9,141
tt0965553,6.1,19
tt0966582,7.0,140
tt0967932,6.2,43
tt0967945,6.4,3103
tt0968264,6.9,28365
tt0968275,6.4,46
tt0968294,4.9,272
tt0968712,7.4,2289
tt0968766,5.9,88
tt0969226,5.6,306
tt0969250,4.8,764
tt0969257,6.0,202
tt0969259,7.0,96
tt0969268,6.8,1893
tt0969269,7.2,7250
tt0969274,6.5,210
tt0969276,6.6,211
tt0969298,8.1,19
tt0969303,6.6,82
tt0969307,6.3,594
tt0969313,4.8,31
tt0969319,7.3,37
tt0969332,3.4,196
tt0969333,7.4,48
tt0969338,5.4,109
tt0969355,6.7,195
tt0969367,7.0,717
tt0969368,5.6,10
tt0969694,5.9,97
tt0969701,6.8,521
tt0969706,4.1,555
tt0969711,5.1,190
tt0969762,7.6,22
tt0970174,6.5,205
tt0970179,7.5,313351
tt0970182,4.0,11
tt0970406,8.4,26
tt0970411,6.5,64321
tt0970416,5.5,166827
tt0970452,6.1,71701
tt0970462,4.7,4767
tt0970468,7.1,27654
tt0970469,3.7,624
tt0970472,6.8,7614
tt0970833,5.6,26
tt0970866,5.5,109735
tt0970922,7.0,152
tt0970928,6.1,32
tt0970946,5.2,1077
tt0970951,6.1,160
tt0970955,7.5,14
tt0971160,7.4,573
tt0971161,7.8,45
tt0971162,7.4,937
tt0971170,6.4,391
tt0971172,4.7,228
tt0971209,6.5,70398
tt0971215,6.8,315
tt0972385,4.9,251
tt0972542,6.8,1690
tt0972543,5.8,40
tt0972544,6.5,6174
tt0972558,5.1,5414
tt0972837,6.6,7
tt0972857,3.3,1655
tt0972878,5.0,43
tt0972883,7.0,10512
tt0973779,8.1,35
tt0973783,7.7,3041
tt0973784,4.3,44
tt0973790,4.3,1666
tt0973808,5.3,519
tt0973822,7.4,165
tt0973836,3.4,204
tt0973844,6.8,4979
tt0973845,7.2,31
tt0974005,3.6,467
tt0974014,6.7,14250
tt0974015,6.1,426014
tt0974536,4.8,1574
tt0974554,6.7,22298
tt0974587,5.1,17
tt0974613,5.4,11724
tt0974661,6.4,189707
tt0974662,6.3,727
tt0974977,4.7,4130
tt0975645,6.8,74100
tt0975668,7.1,92
tt0975676,6.4,417
tt0975681,7.3,12
tt0975688,4.3,13
tt0975728,6.7,186
tt0975744,7.2,399
tt0976026,6.8,5118
tt0976040,5.3,112
tt0976042,7.0,1128
tt0976050,6.6,1528
tt0976051,7.6,236439
tt0976060,7.1,10560
tt0976122,6.0,34
tt0976145,6.8,157
tt0976176,6.2,6
tt0976178,7.8,38
tt0976191,5.1,87
tt0976197,8.4,79
tt0976209,5.1,1195
tt0976212,6.5,242
tt0976222,6.3,14271
tt0976238,5.3,37325
tt0976246,5.9,5124
tt0976247,4.7,8654
tt0977203,6.6,91
tt0977214,5.6,7143
tt0977642,7.2,480
tt0977645,6.7,157
tt0977647,5.5,114
tt0977648,7.6,1539
tt0977649,7.1,582
tt0977651,7.0,143
tt0977654,8.1,88
tt0977666,6.7,480
tt0977855,6.8,48071
tt0978352,7.5,44
tt0978356,6.4,102
tt0978398,6.5,137
tt0978569,7.7,223
tt0978649,7.5,7592
tt0978702,6.4,330
tt0978723,6.0,385
tt0978759,7.1,25360
tt0978762,8.1,170802
tt0978764,6.0,237555
tt0978797,5.0,1922
tt0978833,5.8,417
tt0979434,5.1,10852
tt0979847,6.4,335
tt0979907,7.1,70
tt0979910,4.9,52
tt0979951,5.3,32
tt0980932,8.5,10
tt0980970,6.3,147434
tt0980976,5.6,411
tt0980998,5.2,17
tt0981032,4.0,15
tt0981060,5.5,58
tt0981072,6.9,13804
tt0981076,7.2,61
tt0981086,6.2,58
tt0981224,5.1,4099
tt0981227,6.6,90610
tt0981286,6.3,874
tt0981290,7.5,9
tt0981298,4.7,207
tt0981349,6.2,227
tt0981352,6.8,4627
tt0982849,6.3,1104
tt0982908,6.7,423
tt0982914,3.7,602
tt0982939,5.2,734
tt0982944,7.2,611
tt0983193,7.3,223374
tt0983213,7.6,54605
tt0983251,7.1,154
tt0983946,4.9,43478
tt0983990,8.1,2120
tt0983991,6.5,391
tt0984009,6.3,333
tt0984024,6.7,10
tt0984055,6.6,153
tt0984056,7.0,229
tt0984057,6.1,303
tt0984064,8.1,16
tt0984085,6.8,22
tt0984090,7.2,105
tt0984118,3.6,989
tt0984129,5.5,373
tt0984130,5.9,1120
tt0984155,6.0,2188
tt0984175,6.9,645
tt0984200,5.8,8666
tt0984210,4.9,681
tt0984211,6.2,148
tt0984214,3.8,22
tt0984219,7.3,31
tt0984227,5.3,41
tt0984235,7.5,21
tt0984240,4.4,281
tt0984969,6.9,463
tt0985019,6.8,10
tt0985025,4.5,6754
tt0985047,5.0,983
tt0985058,6.3,7663
tt0985101,6.2,816
tt0985118,5.5,105
tt0985593,4.6,2756
tt0985597,6.4,747
tt0985620,5.1,73
tt0985631,7.1,125
tt0985636,5.4,2412
tt0985694,6.6,194067
tt0985695,5.2,1218
tt0985699,7.1,235060
tt0986213,6.2,3076
tt0986225,6.5,653
tt0986230,6.5,779
tt0986232,5.6,205
tt0986233,7.5,68656
tt0986244,6.6,174
tt0986263,6.3,171966
tt0986264,8.4,181092
tt0986332,5.0,90
tt0986361,4.2,235
tt0987918,4.9,3465
tt0988045,7.6,603672
tt0988047,7.0,56776
tt0988083,4.5,2873
tt0988102,6.7,758
tt0988106,5.5,222
tt0988108,7.9,14708
tt0988142,6.2,42
tt0988595,6.1,158810
tt0988849,5.1,10975
tt0988982,6.9,3739
tt0989000,7.2,8107
tt0989030,7.6,60
tt0989037,7.5,13
tt0989603,5.4,181
tt0989622,5.4,1018
tt0989642,5.6,29
tt0989654,4.0,220
tt0989681,4.8,108
tt0989692,5.0,85
tt0989710,6.2,85
tt0989719,5.8,51
tt0989725,6.6,258
tt0989732,6.4,47
tt0989757,6.3,143654
tt0989825,6.0,7
tt0989851,4.5,202
tt0989868,6.7,152
tt0989890,8.0,48
tt0990359,5.2,375
tt0990361,6.3,1747
tt0990372,7.8,2819
tt0990377,7.6,71
tt0990404,7.3,4387
tt0990407,5.8,158165
tt0990413,7.2,4823
tt0990425,6.7,832
tt0990427,6.9,949
tt0990431,6.6,146
tt0990433,6.5,136
tt0990443,6.8,193
tt0991150,4.8,2226
tt0991163,6.3,90
tt0991167,6.0,3009
tt0991174,5.8,1957
tt0991182,6.6,42
tt0991183,6.5,293
tt0991186,5.5,31
tt0991219,5.5,222
tt0991232,5.0,93
tt0991242,6.4,129
tt0991243,6.1,1545
tt0991246,6.3,49
tt0991250,6.1,25
tt0991258,7.2,53
tt0991269,6.7,396
tt0991272,5.2,128
tt0991346,6.3,8860
tt0991347,5.4,605
tt0991351,7.1,944
tt0992911,6.8,12853
tt0993778,6.8,1475
tt0993789,7.0,6919
tt0993840,5.8,140923
tt0993841,5.2,2310
tt0993842,6.8,194586
tt0993846,8.2,1268801
tt0994794,6.5,196
tt0994893,6.4,33
tt0994911,7.4,15
tt0994998,5.9,109
tt0995029,6.5,1525
tt0995031,7.3,23690
tt0995035,6.4,5896
tt0995039,6.7,72055
tt0995060,5.9,864
tt0995712,6.3,243
tt0995716,7.8,106
tt0995718,7.3,4999
tt0995726,6.3,89
tt0995739,6.7,2959
tt0995740,7.3,7200
tt0995747,7.2,3343
tt0995752,3.9,5185
tt0995757,5.2,1456
tt0995823,6.3,543
tt0995827,4.3,1129
tt0995829,7.1,13943
tt0995845,4.5,4777
tt0995850,6.5,1181
tt0995851,6.4,4884
tt0995868,7.2,17621
tt0996435,6.3,2030
tt0996532,4.2,84
tt0996605,7.1,9447
tt0996640,4.9,182
tt0996664,3.8,217
tt0996908,6.1,46
tt0996916,8.8,9
tt0996918,6.1,182
tt0996930,7.1,3187
tt0996932,6.0,276
tt0996934,5.5,2414
tt0996948,6.9,1889
tt0996952,6.2,551
tt0996963,6.9,178
tt0996964,7.8,19
tt0996967,6.0,5060
tt0996972,7.0,296
tt0996978,5.7,222
tt0996979,5.6,8769
tt0996982,7.2,2713
tt0997033,3.0,226
tt0997038,5.3,806
tt0997047,4.3,15847
tt0997057,7.2,1443
tt0997062,7.0,324
tt0997080,4.9,218
tt0997084,6.5,1376
tt0997088,7.7,1486
tt0997093,6.6,293
tt0997109,4.2,104
tt0997138,6.9,836
tt0997143,2.9,964
tt0997147,6.3,3675
tt0997152,6.4,53751
tt0997155,6.5,925
tt0997157,6.5,1025
tt0997159,6.6,315
tt0997163,6.6,216
tt0997165,6.9,157
tt0997167,4.6,142
tt0997171,6.7,66
tt0997174,7.1,677
tt0997178,7.0,633
tt0997179,6.4,23
tt0997182,7.0,56
tt0997183,6.7,260
tt0997184,7.2,1172
tt0997185,4.2,148
tt0997188,6.9,2397
tt0997192,6.3,56
tt0997193,7.0,55
tt0997229,6.7,1761
tt0997240,4.9,32
tt0997246,7.9,10171
tt0997263,6.5,2495
tt0997274,7.5,1888
tt0997275,7.3,99
tt0997276,4.7,331
tt0997280,6.2,320
tt0997282,5.1,1857
tt0997428,7.9,20
tt0997462,9.3,11
tt0999864,6.4,2024
tt0999872,6.4,2453
tt0999913,5.8,33677
tt0999922,6.9,144
tt1000059,7.5,7
tt1000095,6.0,2453
tt1000102,4.8,10
tt1000129,7.4,160
tt1000155,7.8,18
tt1000158,6.9,329
tt1000175,7.6,9
tt10003008,5.7,24524
tt10003618,6.9,78
tt10003978,7.4,368
tt10004108,4.7,681
tt10004368,7.1,674
tt10004396,5.6,18
tt10004944,4.7,176
tt10005184,7.6,43
tt10006006,5.4,5731
tt10006056,6.2,25
tt10006270,4.9,590
tt1000774,5.6,118734
tt1000775,6.3,308
tt10008784,6.5,3611
tt10009030,5.8,2812
tt10009098,8.0,47
tt10009434,5.5,272
tt10009602,7.0,20
tt10010368,7.8,846
tt10011102,7.7,95
tt10011146,7.7,6
tt10011228,5.3,1715
tt10011232,7.3,387
tt10011252,8.4,108
tt10011264,6.9,66
tt10011284,7.5,46
tt10011296,6.9,830
tt10011302,5.7,38
tt10011320,5.6,190
tt10011336,6.4,1430
tt10011342,6.7,46
tt10011362,6.7,60
tt10011412,6.8,861
tt10011448,8.1,1968
tt10011500,7.0,387
tt10011508,7.3,1790
tt10011682,6.5,193
tt10011772,6.3,24
tt10012964,7.9,294
tt1001412,6.2,132
tt10014838,7.3,71
tt1001508,6.4,166861
tt10015222,5.7,9
tt10015234,5.9,19
tt10015248,6.6,38
tt1001526,7.2,240947
tt1001534,5.3,416
tt10015418,6.7,35
tt1001549,4.3,67
tt1001562,3.3,6275
tt10015812,6.3,231
tt10016152,8.9,25
tt10016180,6.3,76443
tt10016388,6.5,16
tt10016428,5.1,24
tt10016436,6.3,63
tt10016532,6.5,487
tt10017460,4.4,13
tt10017680,5.8,629
tt10017956,6.9,3773
tt10019108,5.3,76
tt10019402,7.1,358
tt10021582,2.5,182
tt10021804,5.7,11
tt10022010,6.7,21
tt10022158,7.5,260
tt10022384,5.5,612
tt10022716,5.8,168
tt10022974,6.9,123
tt10022990,5.5,306
tt10023022,7.0,33
tt10023024,4.7,9733
tt10023080,7.3,297
tt10023150,5.2,444
tt10023172,5.5,200
tt10023286,7.1,95
tt10023812,6.8,15
tt1002459,7.1,601
tt1002536,6.5,1452
tt1002539,6.4,1080
tt1002540,7.4,87
tt1002561,4.9,1196
tt1002563,5.7,3420
tt1002567,6.7,4542
tt1002569,6.4,43
tt10026172,7.9,202
tt1002623,3.4,47
tt10026730,6.8,92
tt1002760,6.5,299
tt1002765,6.7,469
tt10027708,7.6,11
tt10027720,4.6,33
tt1002778,6.5,73
tt1002959,6.8,77
tt1002963,7.7,924
tt1002964,6.3,1347
tt1002966,6.0,4778
tt1002985,6.0,263
tt1002992,4.7,2074
tt1003005,4.4,1548
tt1003023,6.5,1171
tt1003026,6.2,284
tt1003034,6.4,6703
tt1003052,6.4,3491
tt1003067,6.5,106
tt1003074,7.5,26
tt1003113,6.9,271
tt10032266,6.7,425
tt10032574,8.2,18
tt1003290,7.2,217
tt10033686,2.9,58
tt1003416,7.2,13
tt10034272,8.0,470
tt1003545,7.2,34
tt10035478,6.4,295
tt10037014,5.9,5401
tt10037602,5.8,7
tt10037700,7.6,151
tt10038028,2.4,53
tt10038830,8.6,27
tt10039344,5.4,31107
tt10039354,5.2,142
tt10039524,5.3,580
tt10040978,3.3,145
tt10041438,6.4,29
tt10041952,7.4,67
tt10042622,8.4,33
tt10043660,5.1,1095
tt10044182,5.6,230
tt10044220,7.6,269
tt10044704,6.3,160
tt10045434,7.0,1996
tt10046694,6.2,192
tt10047958,5.2,4465
tt10048556,3.5,280
tt10049110,7.8,80
tt10049238,7.1,34
tt10049262,7.0,118
tt10049848,2.8,278
tt10051088,6.9,149
tt10051320,5.1,182
tt10052156,5.7,77
tt10052290,6.2,177
tt10052928,4.9,67
tt10053058,5.9,14
tt10053426,3.1,130
tt10054316,4.4,1846
tt10055770,7.2,1674
tt10055774,4.6,12
tt10056028,4.8,12
tt10056224,5.6,345
tt10056510,4.7,182
tt10058892,7.8,36
tt10059236,4.8,252
tt10059518,6.0,57964
tt10060094,5.6,15769
tt10060386,4.3,58
tt10061256,4.5,394
tt10061464,3.0,66
tt10062556,4.8,20626
tt10062614,5.4,4173
tt10062628,7.9,32
tt10062650,5.7,62
tt10064270,6.2,49
tt10064448,7.3,173
tt10065694,5.7,23093
tt10065750,5.6,23
tt10065976,5.5,479
tt10066432,4.3,347
tt10066526,7.1,156
tt10066756,7.1,226
tt10068158,7.5,458
tt1006823,6.6,297
tt10068544,7.9,514
tt1006855,7.9,28
tt1006859,5.8,50
tt1006881,4.6,73
tt10068916,8.1,2354
tt1006908,7.1,616
tt1006917,6.2,78
tt1006925,8.3,22
tt1006926,7.3,1721
tt1006937,7.9,21
tt1006945,7.8,35
tt1006964,5.4,11
tt1007018,5.5,3523
tt1007028,6.5,175157
tt1007029,6.4,106355
tt10070730,4.7,38
tt10072662,6.7,7
tt10072948,4.4,11
tt10073452,7.9,14
tt10074426,6.8,21
tt10074486,5.9,101
tt10074536,6.1,56
tt10075078,7.0,18
tt10075380,7.2,47
tt10075536,6.7,84
tt10075604,5.4,31
tt10075650,5.0,56
tt10075732,8.3,10
tt10075830,4.8,146
tt10076106,4.8,654
tt10076722,5.2,183
tt10077034,4.1,2239
tt10077544,6.5,1332
tt10077998,6.5,941
tt10078138,6.5,6
tt10078502,7.3,291
tt10078532,7.2,12
tt10078764,4.4,15
tt10078904,1.5,262
tt1007912,5.7,81
tt1007950,5.6,1260
tt10079698,4.8,99
tt1007977,5.4,92
tt10080052,6.8,21
tt10080086,4.2,35
tt10080092,6.1,103
tt1008017,6.2,2969
tt10080270,6.0,808
tt1008039,5.3,88
tt10080924,7.3,802
tt10080996,7.0,157
tt10081104,5.3,53
tt10081116,6.8,855
tt10081172,6.5,44
tt10081202,7.2,379
tt10081210,4.2,86
tt10081238,4.7,19
tt10081402,1.8,239
tt10081762,6.1,3582
tt10081788,5.1,22
tt10083174,4.1,875
tt10083640,7.0,20031
tt10084190,6.5,2319
tt10084752,7.4,28
tt10084780,7.4,101
tt10085338,5.6,1323
tt10086502,6.1,239
tt10086648,5.0,28
tt10086784,6.9,88
